,ID,acceleration,sprint_speed,sho,heading_accuracy,pas,ball_control,dribbling,agility,def,composure,stamina,strength,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,jumping
11160,199475,70,65,55,55,65,66,65,76,55,54,60,52,6,6,6,13,16,68
11161,203059,64,65,31,64,56,59,55,65,60,45,66,77,13,13,10,7,9,73
11162,177971,49,52,39,61,54,60,51,61,62,63,63,71,12,9,8,16,13,63
11163,202292,79,80,50,56,60,62,65,80,58,60,73,73,9,15,14,10,14,79
11164,203316,24,20,61,19,64,23,16,38,22,34,29,25,63,61,64,63,69,44
11165,219956,72,72,30,65,46,54,45,52,64,59,63,65,12,9,12,9,15,60
11166,233012,63,55,32,68,49,42,33,49,63,37,65,72,6,12,14,13,12,76
11167,222773,68,77,37,57,54,60,57,67,63,62,61,64,16,16,8,15,11,66
11168,228917,84,85,60,61,49,63,67,80,20,60,69,64,9,13,15,11,8,81
11169,236341,72,62,64,63,48,66,65,57,22,49,71,66,15,11,6,11,6,65
11170,184630,44,52,59,14,59,25,11,45,48,44,37,57,67,59,59,62,68,73
11171,189238,69,75,47,49,53,62,61,75,60,58,73,59,15,14,12,10,8,61
11172,190518,81,81,61,64,53,63,66,76,39,52,75,63,12,9,11,7,10,79
11173,192566,74,67,58,54,58,64,66,75,45,60,60,68,14,9,9,11,7,69
11174,201527,90,88,32,56,51,61,53,66,58,57,76,59,10,16,9,9,9,41
11175,222263,41,46,64,15,59,15,12,48,44,27,28,48,65,64,59,60,65,63
11176,222519,69,71,67,51,65,66,68,75,59,55,75,69,8,15,8,9,9,73
11177,225847,68,69,62,54,62,66,68,73,54,57,68,63,8,7,6,11,8,68
11178,212792,72,72,24,46,46,55,57,66,64,64,57,65,11,8,8,9,7,77
11179,223288,69,74,58,41,64,64,66,77,39,60,66,50,10,10,7,14,10,53
11180,228408,80,82,55,33,62,67,68,78,46,60,58,33,14,11,16,11,9,51
11181,239416,64,68,65,54,62,62,64,63,26,57,57,53,5,11,8,6,13,57
11182,211001,35,43,44,49,59,70,49,66,63,55,33,80,14,6,12,11,6,71
11183,223289,78,78,56,59,60,65,64,84,48,43,61,57,8,7,16,12,11,59
11184,233017,53,34,46,49,61,59,58,65,59,55,72,74,14,10,13,14,13,53
11185,222266,85,80,56,44,52,63,62,64,59,62,76,77,13,7,10,14,9,68
11186,235322,71,64,50,50,61,60,58,66,61,55,66,71,7,14,8,8,8,48
11187,206139,56,51,49,68,56,58,57,57,62,64,77,72,7,10,13,15,13,64
11188,207675,49,54,53,61,62,61,55,46,59,55,65,82,16,14,14,12,15,58
11189,219451,52,56,45,66,52,56,45,39,67,55,67,89,13,13,10,8,7,32
11190,240699,72,64,55,60,62,67,60,63,43,59,68,54,9,6,9,7,9,61
11191,181307,49,55,55,75,57,62,50,50,61,57,84,79,10,13,7,11,6,70
11192,193851,78,76,61,47,60,67,68,85,44,61,73,49,11,7,11,7,15,71
11193,204348,62,54,47,33,65,68,62,77,51,54,72,60,8,10,14,9,11,88
11194,208188,67,62,23,65,56,58,56,47,63,56,64,75,7,9,13,14,10,58
11195,211004,72,72,35,63,60,63,63,55,59,57,76,72,10,10,10,9,13,57
11196,215356,82,81,60,59,59,63,65,76,35,45,63,42,9,10,13,16,9,80
11197,227900,77,74,38,48,54,58,60,74,61,53,75,62,15,14,13,9,7,61
11198,233276,77,75,60,50,65,67,67,80,38,66,63,50,12,12,14,8,6,49
11199,234812,63,48,30,65,38,34,32,71,66,61,59,70,14,10,12,7,12,74
11200,180284,69,80,63,34,64,66,65,91,40,57,63,53,15,14,15,16,16,61
11201,191549,43,48,49,64,59,61,57,58,64,65,50,64,15,9,13,14,14,66
11202,234814,74,69,42,59,58,65,57,61,61,65,67,69,6,13,9,9,7,72
11203,237374,78,77,34,53,47,60,63,63,65,58,60,56,10,9,7,10,8,61
11204,220735,53,55,67,73,44,59,54,52,31,69,61,90,15,10,12,14,14,62
11205,224575,58,71,41,64,42,44,42,42,58,60,62,91,14,6,13,8,16,73
11206,228415,67,66,31,60,50,58,59,60,64,42,77,73,13,8,9,8,8,60
11207,184383,64,73,51,43,63,63,61,61,51,54,71,55,7,12,14,9,6,73
11208,221504,68,66,58,49,63,65,62,71,39,55,64,66,11,16,11,8,14,57
11209,225344,68,63,55,54,65,70,70,70,49,55,64,44,13,15,7,16,8,58
11210,226624,50,50,28,62,38,54,35,47,64,54,62,72,13,9,6,11,13,52
11211,232768,62,65,40,54,60,66,60,66,58,55,72,47,15,7,14,5,5,66
11212,214081,77,74,36,49,57,66,67,75,60,48,75,61,12,13,13,11,8,78
11213,156481,60,64,52,65,61,62,64,41,63,45,66,65,13,8,6,12,10,62
11214,224065,74,71,49,36,62,71,65,82,31,55,66,44,10,8,11,13,10,57
11215,165185,53,67,65,68,42,65,61,53,27,55,70,83,7,16,6,11,14,69
11216,177473,64,68,61,55,62,61,64,68,57,57,65,72,11,9,6,15,16,70
11217,219458,82,84,63,61,51,64,65,80,34,54,84,75,12,13,11,10,14,88
11218,221762,72,75,57,52,58,63,64,76,56,57,75,53,10,12,14,8,14,75
11219,230978,82,78,62,58,55,58,63,72,23,54,62,66,10,7,9,8,10,80
11220,236610,68,68,65,60,47,65,64,67,21,58,53,64,13,8,10,7,9,68
11221,209475,78,81,48,50,61,62,66,67,52,65,66,63,11,12,11,9,10,60
11222,214595,72,69,35,64,56,58,59,61,62,59,70,63,16,11,12,10,15,61
11223,237635,86,84,50,40,53,65,67,81,24,44,66,46,14,12,11,9,11,60
11224,240195,61,57,65,72,46,62,55,63,30,51,53,72,10,15,6,10,9,66
11225,215109,52,50,62,58,66,70,70,75,59,65,48,72,15,15,12,12,7,45
11226,236869,55,53,31,69,40,47,34,38,64,53,76,77,15,14,7,13,6,65
11227,184901,68,71,48,50,61,62,58,66,60,56,66,68,15,11,7,10,14,74
11228,208454,78,73,41,44,58,65,66,79,59,57,67,56,13,8,15,11,12,77
11229,216134,81,76,36,42,54,66,65,72,56,52,74,72,8,8,8,13,16,55
11230,227654,44,49,65,14,65,20,21,52,47,26,39,62,59,65,65,66,64,62
11231,187206,89,88,35,57,56,61,62,74,62,57,77,71,15,9,14,13,9,72
11232,221767,78,75,58,48,52,68,70,81,28,47,61,48,11,13,6,7,13,70
11233,237383,54,61,33,67,40,45,36,42,65,52,63,63,11,5,9,11,12,71
11234,190279,72,77,55,64,47,64,67,65,24,68,56,65,9,9,7,6,13,52
11235,229448,76,75,58,63,45,65,68,73,21,61,63,74,10,8,15,10,7,72
11236,175688,64,68,30,58,54,53,51,61,63,51,53,71,6,8,16,8,6,71
11237,193608,68,64,61,54,61,64,61,74,59,54,81,68,9,12,8,9,12,69
11238,211785,81,79,48,46,61,66,68,76,58,62,65,57,12,16,9,9,10,72
11239,212041,85,78,62,44,54,64,65,88,42,56,66,50,15,15,14,10,9,87
11240,219721,34,34,16,67,30,45,22,34,66,65,50,69,13,14,10,6,9,67
11241,163657,67,62,58,44,62,65,63,78,47,64,69,56,16,9,14,11,12,38
11242,199498,80,84,57,51,58,60,64,79,47,49,80,65,12,7,16,16,16,62
11243,203338,79,84,39,52,57,58,63,77,61,52,59,57,15,10,7,14,14,67
11244,210250,73,69,61,59,59,65,63,71,24,50,60,48,13,16,11,10,10,66
11245,212298,76,70,56,61,60,67,64,70,58,44,56,71,10,8,9,14,8,67
11246,200779,80,80,64,63,35,61,62,67,19,45,59,82,14,7,10,6,11,73
11247,213835,73,78,56,62,59,65,64,63,60,61,68,83,16,8,10,14,10,68
11248,229195,61,66,48,57,68,73,61,68,59,56,55,46,15,12,6,7,9,54
11249,234059,51,56,30,58,33,40,34,46,63,43,56,86,12,7,9,13,13,52
11250,239179,60,64,39,56,49,56,53,44,65,62,62,71,15,10,12,9,10,71
11251,191819,71,75,60,63,62,61,61,81,41,66,54,73,8,13,15,11,15,78
11252,200780,69,71,54,35,63,61,63,85,55,74,70,64,7,15,10,12,12,66
11253,221772,87,90,53,42,57,60,63,90,27,55,80,60,10,12,6,14,16,75
11254,200525,40,45,60,15,59,23,19,32,43,46,39,69,69,60,59,66,63,70
11255,201293,65,72,60,41,63,64,60,69,39,53,73,63,7,7,15,13,9,57
11256,219725,41,45,60,15,55,17,11,37,43,25,33,57,64,60,55,62,67,70
11257,225101,67,66,50,48,67,68,65,70,50,55,69,57,11,10,14,8,15,59
11258,234317,75,76,50,31,62,68,66,80,24,60,49,31,14,9,9,8,9,46
11259,239181,62,68,34,61,43,54,47,60,62,59,62,77,14,8,12,5,8,80
11260,239437,80,85,69,60,55,64,67,69,38,60,55,69,15,7,10,12,10,57
11261,184397,34,36,58,11,53,11,10,33,35,26,42,68,67,58,53,66,66,55
11262,134734,62,73,44,53,61,58,55,63,58,56,84,75,9,10,15,6,9,70
11263,211790,79,78,62,61,44,61,63,71,22,55,53,70,8,15,11,10,9,53
11264,225614,74,77,58,34,58,67,75,80,37,53,60,40,8,14,14,7,12,52
11265,193358,76,65,65,33,62,73,71,90,39,69,68,34,15,10,16,9,15,77
11266,232527,62,63,37,65,39,52,49,55,63,42,66,73,13,11,13,12,14,68
11267,234575,56,62,29,68,37,65,31,44,62,47,56,74,7,5,10,8,10,59
11268,207952,77,76,23,65,37,55,44,56,63,44,68,77,7,11,9,6,14,69
11269,240464,55,34,25,62,41,39,41,44,61,56,70,90,14,12,5,15,13,61
11270,189008,73,74,53,51,62,66,62,68,33,46,69,63,13,6,9,14,10,55
11271,211537,46,46,60,16,55,24,13,44,46,22,32,48,66,60,55,65,68,58
11272,232017,60,67,25,59,45,56,47,52,61,55,56,81,15,6,7,12,8,58
11273,232785,80,64,60,67,45,63,62,70,19,57,60,73,7,12,14,12,12,77
11274,226386,56,54,36,61,46,52,40,55,63,47,64,71,9,10,11,9,12,68
11275,228946,82,83,59,32,62,64,68,77,45,55,63,63,7,6,13,8,12,65
11276,229970,70,73,52,50,53,59,52,68,61,46,73,68,14,13,11,9,14,40
11277,230226,44,42,33,52,43,37,20,45,67,57,68,64,15,15,16,12,12,65
11278,232786,75,74,48,48,62,66,63,57,55,47,69,60,15,9,9,11,13,72
11279,189010,67,50,42,51,51,50,29,66,63,64,73,75,14,11,6,7,8,45
11280,233043,62,62,33,66,57,55,47,55,62,65,74,83,11,10,15,10,11,59
11281,203348,80,75,57,29,64,67,70,71,47,59,74,56,8,6,10,14,9,35
11282,207956,83,77,53,55,60,62,66,70,57,58,80,82,16,7,14,15,11,73
11283,221525,50,53,26,59,37,52,38,50,63,45,62,71,7,12,14,11,15,58
11284,203862,65,67,27,57,48,50,45,67,63,30,70,61,11,9,15,10,10,63
11285,209750,43,46,64,12,62,34,21,63,45,42,28,72,65,64,62,62,66,76
11286,211542,42,49,60,18,62,17,21,39,46,44,28,63,64,60,62,63,67,59
11287,215638,52,59,26,68,43,44,39,33,62,44,70,79,12,7,8,10,12,71
11288,219990,67,70,55,46,62,64,62,72,56,60,76,57,12,16,16,8,16,71
11289,186198,51,50,63,51,66,62,63,48,50,67,60,70,14,7,13,16,10,60
11290,212567,56,54,60,56,61,67,64,64,56,57,71,73,11,8,10,15,12,61
11291,235095,67,63,47,52,52,58,57,69,64,68,85,58,6,15,8,6,13,61
11292,240727,58,61,32,65,39,44,41,42,61,51,65,84,5,13,6,12,15,74
11293,193111,68,65,49,51,61,60,52,74,63,62,72,63,14,11,14,15,7,72
11294,27480,35,34,66,6,68,20,13,39,34,36,25,60,70,66,68,63,52,63
11295,167512,92,91,56,35,55,60,63,88,32,54,67,66,12,16,15,10,10,61
11296,235608,54,62,25,65,35,44,31,47,62,44,74,81,6,7,14,8,14,84
11297,183640,45,40,21,67,39,46,33,37,61,55,45,86,16,10,10,9,14,55
11298,196953,67,71,32,62,49,44,37,57,61,53,67,80,10,13,8,14,10,66
11299,199769,71,72,59,56,55,55,64,70,63,55,70,61,13,8,11,15,7,62
11300,224345,84,80,52,45,62,62,67,86,51,41,63,52,15,9,8,10,6,59
11301,198490,63,53,52,63,63,65,52,57,62,64,86,75,6,9,10,9,10,84
11302,227418,83,81,33,46,51,55,50,69,63,51,67,68,6,8,8,12,14,77
11303,213339,93,90,42,49,54,55,58,80,58,41,74,63,13,14,15,13,16,61
11304,226395,74,75,54,42,58,64,67,74,30,46,62,58,16,9,12,14,16,52
11305,236635,48,51,24,61,41,50,25,54,63,51,62,79,13,7,12,13,14,79
11306,239963,35,37,68,9,61,10,8,40,36,24,28,58,64,68,61,60,67,60
11307,214876,79,77,62,59,46,60,59,76,24,61,69,67,7,14,6,10,8,81
11308,227164,64,65,38,55,49,59,53,65,63,37,70,73,11,13,12,16,14,67
11309,190556,84,90,62,38,53,63,66,66,31,59,68,71,11,16,12,9,9,59
11310,190812,68,67,38,53,48,54,42,66,63,56,64,67,13,13,13,12,15,66
11311,240733,77,80,46,40,61,61,64,56,55,43,78,58,6,10,10,5,8,41
11312,182365,32,36,62,11,63,23,15,51,34,25,35,69,64,62,63,62,65,45
11313,199774,75,68,61,46,63,65,64,73,29,62,66,59,9,14,9,12,8,73
11314,212830,93,92,51,30,52,65,72,85,24,55,63,41,16,12,12,13,12,51
11315,230750,73,71,37,58,56,63,58,73,61,56,67,55,6,11,12,11,8,53
11316,239966,80,72,59,51,52,62,66,81,20,65,68,55,11,7,11,6,7,51
11317,207967,74,69,57,35,61,61,59,88,59,60,71,52,13,10,11,7,6,76
11318,224095,65,69,59,57,63,65,67,68,51,64,59,64,12,15,12,8,7,74
11319,228191,54,55,23,62,44,49,32,40,63,70,68,76,11,15,14,10,10,69
11320,231519,86,76,30,48,47,51,54,84,57,38,84,46,5,11,11,13,10,75
11321,240223,67,66,55,50,59,56,67,59,62,52,70,53,7,8,8,14,5,56
11322,208992,78,68,38,49,57,61,61,75,56,50,88,73,15,10,14,11,12,92
11323,162144,64,56,59,57,65,65,60,63,55,59,64,59,16,13,11,8,15,59
11324,229728,65,69,58,71,46,60,56,53,27,58,70,82,13,6,10,11,11,68
11325,230496,35,41,70,72,48,63,40,37,38,61,47,82,10,11,9,12,7,45
11326,233568,70,72,60,55,53,66,67,59,43,52,60,56,12,12,9,15,13,68
11327,189792,85,84,60,49,55,61,64,74,34,54,72,60,7,12,11,14,8,60
11328,198497,53,52,22,63,49,50,32,60,63,56,71,77,13,10,8,9,11,80
11329,205153,69,72,48,62,61,65,60,69,62,58,86,77,8,14,6,15,10,69
11330,212833,78,80,45,55,52,56,54,63,61,63,74,64,11,12,8,12,15,60
11331,213089,83,87,61,52,53,62,68,79,19,58,64,51,12,8,7,13,11,76
11332,231777,77,77,62,50,61,61,65,80,41,63,53,30,11,12,13,11,10,53
11333,239713,64,62,52,61,57,65,64,55,61,55,76,83,6,15,11,9,11,76
11334,147042,34,48,64,71,58,65,62,34,31,71,52,90,15,12,15,10,14,44
11335,233314,65,62,51,59,55,62,60,65,62,49,69,73,15,6,10,15,13,70
11336,176226,73,66,64,58,61,66,64,65,47,55,60,60,16,15,12,12,10,61
11337,183138,68,66,30,62,40,52,45,57,62,64,72,81,11,8,10,11,7,62
11338,199011,42,58,56,60,63,64,62,49,57,67,70,70,6,15,14,12,13,71
11339,138083,63,61,44,64,56,59,53,40,61,63,64,81,10,16,9,6,13,54
11340,218212,45,50,65,19,62,20,19,40,48,20,42,66,61,65,62,65,61,66
11341,219492,72,70,51,55,55,59,56,70,62,42,81,73,15,15,11,6,7,72
11342,225636,64,68,31,56,48,57,48,60,62,57,63,74,8,12,9,7,11,85
11343,237156,85,78,31,48,45,61,58,81,59,58,67,50,11,10,12,15,15,80
11344,208485,80,77,59,44,56,68,65,71,34,54,55,58,9,13,8,9,8,39
11345,209253,89,91,56,45,55,57,61,67,31,50,84,61,15,12,14,12,13,58
11346,213349,71,67,39,57,53,60,59,66,60,54,70,55,10,10,8,13,9,71
11347,154725,45,44,61,12,60,22,11,46,44,22,33,72,63,61,60,64,67,52
11348,229733,47,44,20,67,38,37,25,34,63,57,66,92,7,6,8,11,11,68
11349,233061,73,67,60,62,64,66,61,62,37,54,75,70,9,15,5,11,6,78
11350,192101,48,53,22,64,41,47,32,49,62,67,55,76,8,14,15,16,7,65
11351,197990,65,70,53,51,65,60,61,68,58,57,71,59,10,9,15,10,8,48
11352,209766,86,82,61,56,52,59,64,74,26,54,49,59,16,12,12,10,10,71
11353,211814,61,65,33,59,53,62,54,70,63,61,67,65,15,7,11,11,12,77
11354,222566,81,78,58,52,59,60,64,74,54,56,67,63,12,7,14,7,7,67
11355,228454,89,86,55,33,53,66,71,83,27,57,66,45,15,12,14,7,7,49
11356,236390,89,90,38,40,54,61,62,77,59,54,67,57,15,8,13,12,14,58
11357,190822,20,34,63,24,65,14,25,35,28,35,31,64,60,63,65,61,69,54
11358,226407,51,51,25,61,30,39,31,31,64,42,67,87,15,6,12,8,6,72
11359,209256,37,37,29,72,38,34,32,33,61,60,68,81,13,11,11,12,14,74
11360,210792,86,84,62,55,55,64,66,78,20,57,65,61,14,15,9,12,10,76
11361,223080,79,86,45,41,55,65,68,91,45,63,79,60,12,10,12,9,7,48
11362,232296,75,73,39,48,52,60,64,72,61,67,75,71,7,12,8,10,11,74
11363,167784,69,64,60,59,54,65,67,77,22,61,53,63,13,15,15,14,11,65
11364,191848,37,34,61,12,69,20,11,43,35,30,38,63,63,61,69,61,66,45
11365,234857,65,68,61,53,63,68,72,77,52,66,50,63,6,14,5,7,12,52
11366,237417,59,67,31,63,54,59,33,68,63,55,69,72,11,10,14,6,12,63
11367,239721,71,74,64,69,52,61,67,63,27,56,63,70,14,12,7,13,6,68
11368,165738,58,68,59,52,60,66,59,67,52,64,90,72,10,7,5,7,8,51
11369,190058,55,61,65,56,53,64,59,72,35,58,72,55,9,7,14,12,13,69
11370,200812,52,68,50,62,55,63,55,65,64,62,70,79,12,6,9,14,10,63
11371,222572,32,33,60,16,63,17,21,38,33,22,30,52,69,60,63,59,68,52
11372,224108,85,90,57,33,54,67,68,70,32,56,72,68,12,14,7,15,13,62
11373,166764,58,40,60,12,66,18,16,56,48,50,43,62,64,60,66,61,68,65
11374,241004,64,65,60,56,63,68,69,57,47,68,65,59,5,14,6,13,10,52
11375,223853,72,67,37,68,50,53,56,67,68,57,59,43,14,8,12,7,16,72
11376,226157,63,57,57,44,62,63,67,69,39,60,58,44,6,10,8,7,8,48
11377,239981,61,66,64,63,42,60,61,68,21,46,53,64,14,12,10,7,11,54
11378,192365,75,73,55,48,58,68,69,81,26,60,73,46,11,7,15,15,5,47
11379,234350,81,87,52,37,56,62,69,80,32,53,64,35,12,12,7,6,13,34
11380,241006,74,78,58,44,58,68,70,64,25,64,64,40,10,10,15,7,11,42
11381,187246,66,66,25,56,47,54,24,57,65,56,72,56,11,9,16,16,8,80
11382,205167,63,53,42,55,51,59,52,67,65,57,64,58,9,7,10,6,8,77
11383,213871,78,82,62,57,42,65,62,70,19,59,68,66,14,11,6,13,9,73
11384,159599,70,74,35,60,57,58,57,70,62,57,69,73,1,1,1,1,1,70
11385,229743,68,69,63,46,59,66,60,53,58,56,69,76,13,10,9,12,8,61
11386,170095,78,84,47,51,61,58,60,69,56,64,81,72,4,3,17,5,8,73
11387,236143,52,59,31,47,53,58,25,50,70,56,60,71,13,9,14,7,15,56
11388,189295,50,56,26,62,43,55,37,35,62,56,43,81,9,10,13,12,9,39
11389,205424,89,88,55,24,57,66,67,93,17,60,39,30,12,8,14,16,8,68
11390,228464,57,64,45,64,38,52,17,60,65,64,57,62,6,6,13,12,11,62
11391,239728,65,66,63,58,59,65,66,60,34,61,60,66,6,10,15,13,12,75
11392,18289,50,54,67,27,66,64,62,66,41,78,53,61,12,16,15,8,11,45
11393,156017,53,67,45,65,51,59,48,45,66,55,64,77,15,6,9,12,16,75
11394,223345,80,78,62,43,53,66,70,74,31,66,52,54,6,15,8,11,8,45
11395,240753,79,77,61,51,51,69,71,71,18,55,59,58,6,12,8,9,7,57
11396,212594,77,76,54,57,54,59,57,73,61,55,91,52,15,6,7,8,13,54
11397,138355,74,73,46,63,61,61,62,81,64,56,88,74,11,12,14,13,8,67
11398,212083,55,65,48,44,60,68,62,74,59,56,61,59,7,7,12,12,8,62
11399,228211,78,81,64,59,60,62,65,80,29,61,68,45,14,7,11,15,11,91
11400,230515,84,71,63,51,63,71,75,91,31,66,61,39,9,16,15,8,8,52
11401,238195,81,83,47,58,53,62,59,75,61,56,62,58,12,11,13,15,11,59
11402,221812,83,80,28,43,50,61,58,78,60,35,76,61,15,16,14,13,11,71
11403,222836,62,61,51,58,62,63,63,68,55,56,67,65,14,16,16,8,11,67
11404,228980,76,72,52,56,64,61,63,77,59,61,63,58,7,9,10,7,7,55
11405,229236,78,74,37,63,55,60,61,62,63,56,66,65,13,12,12,8,13,61
11406,232564,27,29,62,13,62,19,14,27,28,21,18,56,64,62,62,65,65,34
11407,199029,70,78,64,47,42,56,52,71,20,54,71,74,6,14,9,14,16,71
11408,205429,43,45,58,17,56,16,12,37,44,22,23,72,64,58,56,65,66,58
11409,241013,28,29,61,13,63,21,12,38,29,39,25,45,60,61,63,67,69,59
11410,179573,22,28,61,16,61,14,12,27,25,13,34,65,64,61,61,64,66,59
11411,209526,78,71,42,54,58,61,60,82,59,56,69,48,6,6,7,16,6,82
11412,232054,70,68,64,55,63,60,60,67,60,62,77,75,10,12,7,7,6,53
11413,194678,62,42,22,61,42,45,38,64,62,55,72,81,8,9,6,7,10,79
11414,223095,78,68,63,52,56,70,72,90,31,55,55,31,15,10,10,7,11,68
11415,224375,62,61,61,33,67,68,71,72,38,68,50,72,11,6,12,11,11,63
11416,229495,77,77,56,54,59,63,66,74,60,59,76,66,7,14,9,14,12,72
11417,191095,40,48,47,63,55,60,53,64,61,52,67,75,14,14,14,12,15,67
11418,193911,56,46,58,15,62,13,14,65,51,31,32,33,59,58,62,71,63,69
11419,204664,72,71,47,40,59,64,67,72,60,53,68,39,10,10,14,16,9,65
11420,213368,50,60,43,60,52,52,44,41,62,59,74,80,7,10,10,8,7,60
11421,228216,78,77,36,50,56,64,64,81,61,60,69,47,14,12,13,8,8,53
11422,233592,47,58,42,57,57,58,51,53,60,54,75,76,10,15,8,10,10,67
11423,203897,78,74,36,61,51,60,63,59,63,55,62,66,13,12,7,16,16,57
11424,222585,54,57,65,60,43,70,69,48,30,48,63,77,6,7,14,12,7,59
11425,181113,71,60,48,48,62,62,64,90,62,57,75,63,10,9,9,11,6,70
11426,212090,75,74,31,59,38,42,40,64,62,65,68,85,8,14,14,9,16,85
11427,225146,64,65,41,55,49,60,53,62,66,45,89,65,7,12,8,12,14,51
11428,223867,73,75,54,54,61,58,62,73,27,51,68,53,13,11,9,15,8,72
11429,230523,63,55,68,57,53,69,66,60,29,60,69,48,17,12,16,18,18,65
11430,240507,75,70,60,52,63,66,65,82,22,57,58,34,14,15,14,6,14,58
11431,196219,74,74,58,43,62,66,71,78,32,55,63,45,7,16,14,15,16,72
11432,208764,36,38,60,13,64,21,14,39,37,29,24,70,64,60,64,62,68,65
11433,230012,56,55,53,49,65,65,62,65,60,65,64,55,7,11,15,9,14,62
11434,232316,74,67,32,62,49,60,57,68,62,50,70,68,13,13,14,14,14,65
11435,200061,63,66,63,51,62,62,60,51,57,60,53,69,9,11,16,6,11,66
11436,201085,70,63,54,36,64,69,67,76,48,70,56,57,8,7,10,12,16,69
11437,232573,72,71,50,52,56,60,62,64,60,55,72,71,12,8,9,11,13,75
11438,176509,41,40,64,24,63,11,5,35,40,57,33,59,64,64,63,62,68,70
11439,182909,67,62,50,59,60,64,61,68,64,55,79,76,11,15,9,13,10,75
11440,220542,44,44,63,17,66,18,20,31,44,23,30,56,66,63,66,62,66,53
11441,222078,86,84,62,53,49,64,71,78,31,63,60,54,13,12,11,8,16,68
11442,233086,35,49,61,82,43,58,54,37,26,54,59,81,9,6,13,12,11,40
11443,238974,82,81,53,37,58,60,68,86,21,51,64,60,11,9,11,7,7,66
11444,174206,36,43,62,19,62,12,22,42,40,58,28,69,63,62,62,62,65,70
11445,186238,50,40,60,15,55,23,11,26,45,54,24,55,64,60,55,64,62,57
11446,191871,56,67,55,56,65,62,61,71,57,60,77,76,15,16,7,9,10,84
11447,213376,60,62,47,65,61,60,43,61,64,62,63,73,11,14,16,8,8,72
11448,214144,55,53,54,43,63,71,65,68,59,64,48,61,6,8,9,6,11,66
11449,223104,79,74,66,56,50,62,61,72,31,65,59,56,11,7,13,15,11,72
11450,239232,58,62,53,57,58,61,59,56,63,59,70,64,12,13,8,10,10,63
11451,208513,66,58,58,52,62,65,65,65,50,61,63,60,16,8,13,7,12,54
11452,208769,61,60,57,64,60,63,56,61,63,36,73,72,15,15,16,9,13,66
11453,214913,32,33,34,65,42,47,38,55,62,59,64,92,13,12,8,12,9,82
11454,228225,71,78,34,58,36,52,40,50,61,55,75,82,12,13,11,15,10,75
11455,217730,69,69,45,57,54,54,58,64,65,49,63,69,8,7,6,16,15,68
11456,237954,68,66,30,57,43,48,41,57,61,54,62,82,6,8,7,9,8,70
11457,238978,45,50,30,66,35,35,28,43,64,58,61,84,9,6,6,8,9,65
11458,241026,75,72,64,54,59,68,71,79,34,60,59,48,10,8,8,7,8,60
11459,191106,76,75,38,54,59,60,57,74,62,59,78,71,9,16,13,13,11,71
11460,199555,66,69,54,66,55,56,41,71,57,65,75,69,7,13,10,9,9,70
11461,203139,62,61,22,65,43,43,38,66,63,56,54,73,13,12,10,7,12,73
11462,207491,58,59,63,63,55,61,63,60,39,64,64,77,6,10,10,10,15,64
11463,214147,60,59,26,72,41,52,26,34,61,50,56,92,7,13,14,13,7,31
11464,224387,65,68,59,58,55,67,68,67,17,66,51,54,13,7,13,9,6,62
11465,239747,74,77,64,55,53,58,69,66,22,58,52,74,6,6,5,5,14,54
11466,181379,42,42,61,75,56,63,55,33,39,71,60,86,6,11,8,7,8,53
11467,204164,59,58,31,64,52,57,54,58,61,54,64,73,12,8,11,15,11,71
11468,140420,34,32,59,13,56,24,11,47,33,37,32,41,65,59,56,65,67,58
11469,215684,86,89,62,46,52,72,70,83,33,56,72,60,10,13,13,12,9,76
11470,202117,84,84,49,55,49,58,62,64,58,55,88,73,13,13,15,11,9,65
11471,198278,79,79,54,57,54,56,53,69,60,55,66,71,14,12,10,8,14,67
11472,213894,82,85,39,56,48,61,62,73,60,59,71,68,8,12,14,13,9,66
11473,183686,60,59,30,65,46,59,40,48,62,50,65,77,7,14,9,14,6,64
11474,223623,73,75,40,48,47,54,60,69,64,58,64,67,13,7,12,7,14,59
11475,224391,49,45,32,63,39,53,45,52,63,55,63,84,14,13,10,7,11,71
11476,230279,57,54,58,60,64,61,61,44,34,60,52,55,10,12,13,12,12,55
11477,168583,51,63,64,71,52,56,57,68,33,66,91,89,13,14,11,9,16,91
11478,204424,34,45,60,15,64,23,20,44,40,31,26,63,66,60,64,63,68,60
11479,207496,70,55,64,60,53,64,62,63,29,71,64,70,16,7,10,13,14,70
11480,191112,29,31,61,13,76,24,14,36,30,16,28,48,63,61,76,64,65,50
11481,201353,58,56,64,19,68,18,14,38,57,40,45,53,65,64,68,63,65,68
11482,211593,67,72,28,57,50,59,56,71,63,57,63,61,8,10,9,13,11,62
11483,219785,77,78,36,59,55,62,63,72,61,57,77,63,7,12,13,15,14,62
11484,236681,78,76,50,59,55,62,65,86,59,46,80,62,10,13,7,13,12,65
11485,186761,58,56,62,17,63,63,66,66,22,65,62,56,16,15,8,16,10,55
11486,215434,75,76,58,47,57,65,67,74,33,55,53,37,9,16,10,8,9,39
11487,232586,79,82,45,53,53,58,43,63,62,52,69,60,14,14,11,11,12,67
11488,235658,62,64,39,64,57,65,55,57,63,52,67,75,10,6,12,7,14,66
11489,239754,76,73,53,52,63,63,66,57,37,56,60,43,12,14,15,6,12,57
11490,193930,72,71,66,56,43,61,55,70,36,57,60,57,15,6,10,15,11,60
