,ID,name,full_name,club,age,league,nationality,eur_value,eur_wage,eur_release_clause,overall,potential,position,preferred_foot
9566,238008,J. Elliott,Jack Elliott,Philadelphia Union,21,USA Major League Soccer,England,750000.0,2000.0,1300000.0,66,72,cb,Right
9567,179896,M. Ranégie,Mathias Ranégie,BK Häcken,33,Swedish Allsvenskan,Sweden,400000.0,2000.0,500000.0,66,66,st,Right
9568,188856,C. Klem,Christian Klem,Wolfsberger AC,26,Austrian Bundesliga,Austria,650000.0,4000.0,991000.0,66,69,wb,Left
9569,198073,A. Martin,Aaron Martin,Oxford United,27,English League One,England,600000.0,3000.0,1100000.0,66,67,cb,Right
9570,215993,D. Miloc,Dardo Miloc,Atlético Tucumán,26,Argentinian Superliga,Argentina,700000.0,3000.0,1100000.0,66,70,mid,Right
9571,219833,J. Nadeau,Joshua Nadeau,Hansa Rostock,22,German 3. Liga,France,725000.0,1000.0,1100000.0,66,71,cb,Right
9572,222393,J. Cano,Jhon Cano,La Equidad,34,Colombian Primera A,Colombia,180000.0,1000.0,243000.0,66,66,wb,Right
9573,166841,N. Adams,Nicky Adams,Carlisle United,30,English League Two,Wales,600000.0,4000.0,1100000.0,66,66,mid,Right
9574,233401,A. Sigurðarson,Aron Sigurðarson,Tromsø IL,23,Norwegian Eliteserien,Iceland,875000.0,2000.0,1300000.0,66,72,wing,Right
9575,184249,L. Van Eenoo,Lukas Van Eenoo,KV Kortrijk,26,Belgian First Division A,Belgium,775000.0,5000.0,1200000.0,66,68,mid,Left
9576,1210,M. Donati,Massimo Donati,Hamilton Academical FC,36,Scottish Premiership,Italy,90000.0,2000.0,158000.0,66,66,cb,Right
9577,137658,R. Kazior,Rafael Kazior,Werder Bremen II,34,German 3. Liga,Germany,350000.0,1000.0,508000.0,66,66,f_mid,Right
9578,215994,A. Cherevko,Alexandr Cherevko,FC SKA-Energiya Khabarovsk,29,Russian Premier League,Russia,475000.0,6000.0,736000.0,66,66,wb,Right
9579,159930,L. Carteldo,Luciano Carteldo,Audax Italiano,29,Chilian Primera División,Chile,475000.0,2000.0,665000.0,66,66,cb,Right
9580,173498,L. James,Lloyd James,Exeter City,29,English League Two,Wales,625000.0,4000.0,1100000.0,66,66,mid,Right
9581,183994,Ricardo Santos,Ricardo da Silva dos Santos,Cerezo Osaka,30,Japanese J1 League,Brazil,625000.0,2000.0,781000.0,66,66,st,Right
9582,229051,J. Kjær,Jeppe Kjær,Lyngby BK,31,Danish Superliga,Denmark,575000.0,4000.0,719000.0,66,66,st,Right
9583,236987,B. Kamara,Boubacar Kamara,Olympique de Marseille,17,French Ligue 1,France,1100000.0,4000.0,2900000.0,66,82,cb,Right
9584,178363,J. Placide,Johny Placide,Oldham Athletic,29,English League One,Haiti,425000.0,2000.0,744000.0,66,66,gk,Right
9585,184763,Y. Thuram,Yohann Thuram,Le Havre AC,28,French Ligue 2,France,550000.0,2000.0,1000000.0,66,68,gk,Right
9586,204220,C. Edwards,Curtis Edwards,Östersunds FK,23,Swedish Allsvenskan,England,875000.0,2000.0,1300000.0,66,72,wb,Right
9587,207804,A. Bell,Amari'i Bell,Fleetwood Town,23,English League One,England,850000.0,2000.0,1700000.0,66,75,wb,Left
9588,224956,D. Crowley,Daniel Crowley,Willem II,19,Holland Eredivisie,England,975000.0,2000.0,1600000.0,66,75,mid,Right
9589,232380,Y. Mutō,Yūki Mutō,Urawa Red Diamonds,28,Japanese J1 League,Japan,675000.0,4000.0,844000.0,66,66,st,Right
9590,186300,O. Vera,Oscar Vera,Tiburones Rojos de Veracruz,31,Mexican Liga MX,Mexico,575000.0,3000.0,978000.0,66,66,wb,Left
9591,211901,L. Hufnagel,Lucas Hufnagel,1. FC Nürnberg,23,German 2. Bundesliga,Georgia,875000.0,6000.0,,66,72,mid,Right
9592,177341,M. Zappino,Massimo Zappino,Frosinone,36,Italian Serie B,Brazil,90000.0,1000.0,144000.0,66,66,gk,Right
9593,191165,R. Lentini,Ramón Lentini,Bahía Blanca,28,Argentinian Superliga,Argentina,675000.0,4000.0,979000.0,66,66,st,Left
9594,210366,N. Lomb,Niklas Lomb,Bayer 04 Leverkusen,23,German Bundesliga,Germany,625000.0,8000.0,1100000.0,66,71,gk,Right
9595,179646,J. Juelsgård,Jesper Juelsgård,Aarhus GF,28,Danish Superliga,Denmark,500000.0,4000.0,625000.0,66,66,cb,Left
9596,188094,J. McLaughlin,Jon McLaughlin,Heart of Midlothian,28,Scottish Premiership,Scotland,525000.0,2000.0,958000.0,66,67,gk,Right
9597,221631,M. Lundemo,Marius Lundemo,Rosenborg BK,23,Norwegian Eliteserien,Norway,925000.0,2000.0,1400000.0,66,74,mid,Right
9598,231103,B. Konaté,Brahim Konaté,AJ Auxerre,21,French Ligue 2,France,900000.0,2000.0,1800000.0,66,73,mid,Right
9599,166847,C. McCann,Chris McCann,Atlanta United FC,29,USA Major League Soccer,Republic of Ireland,625000.0,3000.0,938000.0,66,66,wb,Left
9600,234943,F. Neuhaus,Florian Neuhaus,Fortuna Düsseldorf,20,German 2. Bundesliga,Germany,1100000.0,7000.0,,66,78,mid,Right
9601,235199,R. Norodien,Riyaad Norodien,Orlando Pirates,22,South African PSL,South Africa,875000.0,1000.0,2100000.0,66,72,mid,Right
9602,236991,A. Crognale,Alex Crognale,Columbus Crew SC,22,USA Major League Soccer,United States,825000.0,2000.0,1400000.0,66,74,cb,Right
9603,179903,O. Bozanic,Oliver Bozanic,Ventforet Kofu,28,Japanese J1 League,Australia,650000.0,2000.0,813000.0,66,66,mid,Left
9604,183743,A. Blanco,Alfonso Blanco,Pachuca,29,Mexican Liga MX,Mexico,425000.0,7000.0,723000.0,66,66,gk,Left
9605,191679,Kwak Kwang Sun,Kwang Sun Kwak,Suwon Samsung Bluewings,31,Korean K League Classic,Korea Republic,425000.0,3000.0,553000.0,66,66,cb,Left
9606,203456,M. Pfitzner,Marc Pfitzner,Werder Bremen II,32,German 3. Liga,Germany,375000.0,1000.0,544000.0,66,66,cb,Right
9607,210880,R. Fiamozzi,Riccardo Fiamozzi,Bari,24,Italian Serie B,Italy,875000.0,7000.0,,66,72,wb,Right
9608,219584,L. Lezzerini,Luca Lezzerini,Avellino,22,Italian Serie B,Italy,800000.0,1000.0,1400000.0,66,76,gk,Right
9609,221120,R. Vloet,Rai Vloet,NAC Breda,22,Holland Eredivisie,Netherlands,850000.0,3000.0,1300000.0,66,71,f_mid,Right
9610,223424,I. Depe,İlhan Depe,Kardemir Karabükspor,24,Turkish Süper Lig,Turkey,825000.0,4000.0,1700000.0,66,69,mid,Left
9611,231360,J. Elías,Jalil Elías,Newell's Old Boys,21,Argentinian Superliga,Argentina,825000.0,4000.0,1400000.0,66,74,mid,Right
9612,239808,M. Sáček,Michal Sáček,Sparta Praha,20,Czech Liga,Czech Republic,1200000.0,1000.0,3500000.0,66,79,mid,Right
9613,182464,Zhao Mingjian,Mingjian Zhao,unknown,29,unknown,China PR,0.0,0.0,,66,66,cb,Right
9614,184768,A. Osman,Abdul Osman,Partick Thistle F.C.,30,Scottish Premiership,Ghana,475000.0,2000.0,831000.0,66,66,mid,Right
9615,193728,D. Wotherspoon,David Wotherspoon,St. Johnstone FC,27,Scottish Premiership,Scotland,675000.0,3000.0,1200000.0,66,66,mid,Right
9616,206529,F. Boli,Franck Boli,Stabæk Fotball,23,Norwegian Eliteserien,Ivory Coast,875000.0,2000.0,1200000.0,66,71,st,Right
9617,212161,B. Traoré,Baba Traoré,Le Havre AC,24,French Ligue 2,France,700000.0,2000.0,1300000.0,66,70,cb,Right
9618,148673,T. Høgli,Tom Høgli,FC København,33,Danish Superliga,Norway,250000.0,6000.0,325000.0,66,66,wb,Right
9619,200130,R. Mulumba,Rémi Mulumba,GFC Ajaccio,24,French Ligue 2,DR Congo,900000.0,2000.0,1800000.0,66,73,mid,Right
9620,206530,M. Høibråten,Marius Høibråten,Strømsgodset IF,22,Norwegian Eliteserien,Norway,850000.0,1000.0,1200000.0,66,75,cb,Left
9621,235714,M. Domínguez,Misael Domínguez,Monterrey,17,Mexican Liga MX,Mexico,850000.0,8000.0,1600000.0,66,75,mid,Left
9622,186562,J. Magennis,Josh Magennis,Charlton Athletic,26,English League One,Northern Ireland,775000.0,4000.0,1400000.0,66,67,st,Right
9623,202179,Z. Ismail,Zeli Ismail,Walsall,23,English League One,England,875000.0,3000.0,,66,72,mid,Right
9624,211395,A. Al Salem,Abdullah Al Salem,Al Fayha,24,Saudi Professional League,Saudi Arabia,875000.0,5000.0,1600000.0,66,72,mid,Right
9625,232643,L. Guwara,Leon Guwara,1. FC Kaiserslautern,21,German 2. Bundesliga,Germany,825000.0,5000.0,,66,74,wb,Left
9626,237763,M. Musaka,Mitsunari Musaka,Shimizu S-Pulse,26,Japanese J1 League,Japan,675000.0,2000.0,844000.0,66,66,mid,Right
9627,212420,M. Sarr,Mouhamadou-Naby Sarr,Charlton Athletic,23,English League One,France,750000.0,3000.0,1500000.0,66,72,cb,Left
9628,222404,M. Normann,Mathias Normann,Molde FK,21,Norwegian Eliteserien,Norway,1100000.0,10000.0,,66,77,mid,Right
9629,232900,C. Monschein,Christoph Monschein,FK Austria Wien,24,Austrian Bundesliga,Austria,850000.0,6000.0,1300000.0,66,70,st,Right
9630,146373,A. Harris,Atiba Harris,FC Dallas,32,USA Major League Soccer,St Kitts Nevis,350000.0,2000.0,525000.0,66,66,wb,Right
9631,213957,L. Crecco,Luca Crecco,Lazio,21,Italian Serie A,Italy,1000000.0,9000.0,2000000.0,66,76,mid,Left
9632,166853,D. Charles,Darius Charles,AFC Wimbledon,29,English League One,England,500000.0,3000.0,875000.0,66,66,cb,Left
9633,233413,Verdasca,Diogo Sousa Verdasca,Real Zaragoza,20,Spanish Segunda División,Portugal,925000.0,2000.0,1700000.0,66,76,cb,Right
9634,202182,R. Riski,Riku Riski,Odds BK,27,Norwegian Eliteserien,Finland,675000.0,2000.0,844000.0,66,66,wing,Right
9635,231366,P. Lienhart,Philipp Lienhart,SC Freiburg,20,German Bundesliga,Austria,975000.0,22000.0,,66,77,cb,Right
9636,239814,D. Batubinsika,Dylan Batubinsika,Royal Antwerp FC,21,Belgian First Division A,France,825000.0,3000.0,1400000.0,66,74,cb,Right
9637,215239,J. Mansilla,Jacobo Mansilla,Club Atlético Tigre,30,Argentinian Superliga,Argentina,600000.0,4000.0,900000.0,66,66,mid,Left
9638,229831,O. Rodríguez,Osvaldo Rodríguez,Club León,20,Mexican Liga MX,Mexico,975000.0,6000.0,,66,77,wb,Left
9639,237767,T. Edamura,Takuma Edamura,Shimizu S-Pulse,30,Japanese J1 League,Japan,600000.0,2000.0,750000.0,66,66,mid,Right
9640,186823,Pedrinho,Pedro Miguel Silva Rocha,CD Aves,32,Portuguese Primeira Liga,Portugal,350000.0,3000.0,735000.0,66,66,wb,Right
9641,198600,J. Enríquez,Jorge Enríquez,Santos Laguna,26,Mexican Liga MX,Mexico,675000.0,13000.0,,66,69,cb,Right
9642,202952,Park Jin Po,Jin Po Park,Jeju United FC,29,Korean K League Classic,Korea Republic,475000.0,2000.0,618000.0,66,66,wb,Left
9643,212680,J. Jones,Jordan Jones,Kilmarnock,22,Scottish Premiership,Northern Ireland,950000.0,2000.0,1900000.0,66,74,mid,Right
9644,158664,E. Alushi,Enis Alushi,1. FC Nürnberg,31,German 2. Bundesliga,Kosovo,550000.0,4000.0,880000.0,66,66,mid,Right
9645,159944,P. Lezceno,Paulo Lezceno,Deportes Iquique,33,Chilian Primera División,Chile,260000.0,1000.0,364000.0,66,66,cb,Right
9646,190152,César Ortiz,César Ortiz Puentenueva,SV Mattersburg,28,Austrian Bundesliga,Spain,575000.0,7000.0,877000.0,66,67,cb,Right
9647,228809,A. Doffo,Agustín Doffo,Vélez Sarsfield,22,Argentinian Superliga,Argentina,1000000.0,4000.0,1700000.0,66,75,f_mid,Left
9648,235977,M. Stevanović,Miladin Stevanović,Kayserispor,21,Turkish Süper Lig,Serbia,975000.0,3000.0,2100000.0,66,77,cb,Right
9649,239049,O. Azubuike,Okechukwu Azubuike,Evkur Yeni Malatyaspor,20,Turkish Süper Lig,Nigeria,925000.0,3000.0,2000000.0,66,76,mid,Right
9650,184009,Leandrinho,Leandro Barrios Martires,Medicana Sivasspor,31,Turkish Süper Lig,Brazil,575000.0,4000.0,1200000.0,66,66,mid,Right
9651,190665,J. Obika,Jonathan Obika,Oxford United,26,English League One,England,775000.0,4000.0,1400000.0,66,67,st,Left
9652,137163,B. Carroll,Brian Carroll,Philadelphia Union,35,USA Major League Soccer,United States,150000.0,2000.0,225000.0,66,66,mid,Right
9653,137419,A. Russo,Adriano Russo,Frosinone,30,Italian Serie B,Italy,475000.0,1000.0,760000.0,66,66,cb,Right
9654,210891,I. Moro,Ibrahim Moro,Silkeborg IF,23,Danish Superliga,Ghana,925000.0,3000.0,1300000.0,66,74,mid,Right
9655,160203,A. Busteño,Alfonso Busteño,CD Huachipato,33,Chilian Primera División,Chile,260000.0,2000.0,364000.0,66,66,mid,Right
9656,232907,H. Otani,Hidekazu Otani,Kashiwa Reysol,32,Japanese J1 League,Japan,375000.0,4000.0,469000.0,66,66,mid,Right
9657,192971,R. Şimşek,Rıdvan Şimşek,Medicana Sivasspor,26,Turkish Süper Lig,Turkey,625000.0,4000.0,1300000.0,66,68,wb,Right
9658,198604,J. Nilsen,Joakim Våge Nilsen,Odds BK,26,Norwegian Eliteserien,Norway,650000.0,2000.0,861000.0,66,69,wb,Left
9659,201932,Kim Dong Woo,Dong Woo Kim,Daegu FC,29,Korean K League Classic,Korea Republic,500000.0,3000.0,,66,66,cb,Right
9660,214988,L. Miranda,Leonel Miranda,Defensa y Justicia,23,Argentinian Superliga,Argentina,925000.0,4000.0,1500000.0,66,74,mid,Right
9661,231628,Rafa Mir,Rafael Mir Vicente,Valencia CF,19,Spanish Primera División,Spain,975000.0,5000.0,2200000.0,66,75,mid,Right
9662,232908,A. Barada,Akimi Barada,Omiya Ardija,26,Japanese J1 League,Japan,775000.0,2000.0,1000000.0,66,69,wb,Right
9663,181452,O. Sissoko,Oumar Sissoko,Le Havre AC,29,French Ligue 2,Mali,500000.0,2000.0,913000.0,66,67,gk,Right
9664,216269,S. Hertner,Sebastian Hertner,FC Erzgebirge Aue,26,German 2. Bundesliga,Germany,650000.0,2000.0,1100000.0,66,69,wb,Left
9665,226509,A. Þrándarson,Aron Elís Þrándarson,Aalesunds FK,22,Norwegian Eliteserien,Iceland,875000.0,2000.0,1300000.0,66,72,mid,Right
9666,198094,C. Warner,Collen Warner,Minnesota United,29,USA Major League Soccer,United States,500000.0,3000.0,725000.0,66,66,mid,Right
9667,204238,T. Guerbert,Thomas Guerbert,Clermont Foot 63,28,French Ligue 2,France,650000.0,2000.0,1100000.0,66,66,mid,Right
9668,215758,J. McCarthy,Jason McCarthy,Barnsley,21,English Championship,England,1000000.0,3000.0,2100000.0,66,78,cb,Right
9669,166862,J. Wright,Jake Wright,Sheffield United,31,English Championship,England,425000.0,11000.0,786000.0,66,66,cb,Left
9670,160207,J. Adelalla,Juan Eduardo Adelalla,Curicó Unido,33,Chilian Primera División,Chile,400000.0,2000.0,540000.0,66,66,mid,Right
9671,184527,M. Mustacchio,Mattia Mustacchio,Perugia,28,Italian Serie B,Italy,650000.0,2000.0,1000000.0,66,66,wing,Right
9672,207824,T. Vion,Thibaut Vion,Chamois Niortais FC,23,French Ligue 2,France,900000.0,2000.0,1800000.0,66,72,st,Right
9673,229072,L. Sekulski,Łukasz Sekulski,Jagiellonia Białystok,26,Polish Ekstraklasa,Poland,800000.0,4000.0,1100000.0,66,68,st,Right
9674,160209,J. Calesti,Julio Calesti,Audax Italiano,29,Chilian Primera División,Chile,625000.0,2000.0,875000.0,66,66,mid,Right
9675,232657,M. Guevgeozián,Mauro Guevgeozián,Newell's Old Boys,31,Argentinian Superliga,Armenia,575000.0,4000.0,,66,66,st,Right
9676,236241,G. Viscarra,Guillermo Viscarra,unknown,24,unknown,Bolivia,0.0,0.0,,66,71,gk,Right
9677,238801,J. Dem,Jamil Dem,Chemnitzer FC,24,German 3. Liga,Germany,675000.0,1000.0,1000000.0,66,69,cb,Right
9678,240081,I. Lapshov,Ivan Lapshov,Lokomotiv Moscow,18,Russian Premier League,Russia,575000.0,5000.0,906000.0,66,68,cb,Right
9679,234706,B. Mason,Brandon Mason,Watford,19,English Premier League,England,1200000.0,7000.0,3100000.0,66,80,wb,Left
9680,180690,A. Ateef,Ahmed Ibrahim Ateef,Al Shabab,34,Saudi Professional League,Saudi Arabia,200000.0,9000.0,330000.0,66,66,mid,Right
9681,193746,T. Çamdal,Tarık Çamdal,Galatasaray SK,26,Turkish Süper Lig,Turkey,625000.0,13000.0,1200000.0,66,67,wb,Right
9682,139475,G. Halford,Greg Halford,Cardiff City,32,English Championship,England,375000.0,8000.0,713000.0,66,66,cb,Right
9683,206035,Eddy,Eddy Silvestre Pascual Israfilov,Gimnàstic de Tarragona,24,Spanish Segunda División,Azerbaijan,750000.0,3000.0,1400000.0,66,72,mid,Right
9684,221907,B. Ould-Chikh,Bilal Ould-Chikh,FC Utrecht,19,Holland Eredivisie,Morocco,975000.0,2000.0,1700000.0,66,75,wing,Left
9685,227539,Pedro Monteiro,Pedro Filipe Tinoco Monteiro,Estoril Praia,23,Portuguese Primeira Liga,Portugal,775000.0,2000.0,1800000.0,66,73,cb,Right
9686,168403,R. Schiavi,Raffaele Schiavi,Salernitana,31,Italian Serie B,Italy,425000.0,2000.0,659000.0,66,66,cb,Right
9687,177107,R. Müller,Robert Müller,VfR Aalen,30,German 3. Liga,Germany,475000.0,1000.0,689000.0,66,66,cb,Right
9688,212948,F. Ondoa,Fabrice Ondoa,Sevilla Atlético,21,Spanish Segunda División,Cameroon,925000.0,1000.0,1600000.0,66,78,gk,Right
9689,232148,D. Sallói,Dániel Sallói,Sporting Kansas City,20,USA Major League Soccer,Hungary,1000000.0,2000.0,1700000.0,66,75,wing,Right
9690,237780,K. Yamamura,Kazuya Yamamura,Cerezo Osaka,27,Japanese J1 League,Japan,750000.0,2000.0,994000.0,66,67,cb,Right
9691,239572,B. Jayiya,Bhongolwethu Jayiya,Kaizer Chiefs,27,South African PSL,South Africa,675000.0,1000.0,1500000.0,66,66,mid,Right
9692,182228,J. Huyghebaert,Jérémy Huyghebaert,Royal Excel Mouscron,28,Belgian First Division A,Belgium,500000.0,4000.0,725000.0,66,66,cb,Left
9693,206549,E. Bush,Evan Bush,Montreal Impact,31,USA Major League Soccer,United States,400000.0,2000.0,600000.0,66,66,gk,Right
9694,212949,N. De Schutter,Niels De Schutter,Waasland-Beveren,28,Belgian First Division A,Belgium,500000.0,4000.0,725000.0,66,66,wb,Right
9695,219861,C. Flórez,Cristian Flórez,Alianza Petrolera,22,Colombian Primera A,Colombia,900000.0,1000.0,1400000.0,66,76,cb,Left
9696,223445,B. Youssouf,Benjaloud Youssouf,AJ Auxerre,23,French Ligue 2,Comoros,750000.0,2000.0,1500000.0,66,72,wb,Right
9697,224213,T. Ebuehi,Tyronne Ebuehi,ADO Den Haag,21,Holland Eredivisie,Nigeria,750000.0,3000.0,1200000.0,66,72,wb,Right
9698,234453,C. Özdemir,Cem Özdemir,Medicana Sivasspor,24,Turkish Süper Lig,Turkey,800000.0,4000.0,1700000.0,66,68,mid,Right
9699,200918,C. Knasmüllner,Christoph Knasmüllner,FC Admira Wacker Mödling,25,Austrian Bundesliga,Austria,850000.0,3000.0,1300000.0,66,71,f_mid,Right
9700,137686,A. Hadouir,Anouar Hadouir,Excelsior,34,Holland Eredivisie,Netherlands,325000.0,3000.0,471000.0,66,66,mid,Right
9701,210134,M. Al Fatil,Mohammed Al Fatil,Al Ahli,25,Saudi Professional League,Saudi Arabia,750000.0,9000.0,1400000.0,66,72,cb,Right
9702,216790,C. Grant,Conor Grant,Crewe Alexandra,22,English League Two,England,1000000.0,20000.0,,66,76,mid,Left
9703,236246,O. Ejaria,Oviemuno Ejaria,Liverpool,19,English Premier League,England,1400000.0,13000.0,3500000.0,66,81,mid,Right
9704,197079,J. Acquistapace,Jonas Acquistapace,Sportfreunde Lotte,28,German 3. Liga,Germany,575000.0,1000.0,877000.0,66,67,cb,Right
9705,202199,G. Long,George Long,AFC Wimbledon,23,English League One,England,800000.0,7000.0,,66,76,gk,Left
9706,216791,M. Pennington,Matthew Pennington,Leeds United,22,English Championship,England,900000.0,18000.0,,66,76,cb,Right
9707,51159,N. Ferreira,Nelson Ferreira,FC Thun,35,Swiss Super League,Portugal,280000.0,3000.0,406000.0,66,66,mid,Right
9708,198104,D. Stahl,Dominik Stahl,SpVgg Unterhaching,28,German 3. Liga,Germany,525000.0,1000.0,761000.0,66,66,mid,Right
9709,199384,F. Koch,Fabian Koch,SK Sturm Graz,28,Austrian Bundesliga,Austria,500000.0,6000.0,725000.0,66,66,wb,Right
9710,210392,R. McLaughlin,Ryan McLaughlin,Oldham Athletic,22,English League One,Northern Ireland,950000.0,2000.0,1900000.0,66,74,wb,Right
9711,215256,R. Saravia,Renzo Saravia,Racing Club de Avellaneda,24,Argentinian Superliga,Argentina,750000.0,3000.0,,66,72,wb,Right
9712,216280,M. Goblet,Merveille Goblet,Waasland-Beveren,22,Belgian First Division A,Belgium,650000.0,2000.0,1100000.0,66,72,gk,Right
9713,221144,Alain Oyarzun,Alain Oyarzun Aguilar,Real Zaragoza,23,Spanish Segunda División,Spain,875000.0,3000.0,1600000.0,66,72,wb,Left
9714,203225,J. Jeggo,James Jeggo,SK Sturm Graz,25,Austrian Bundesliga,Australia,700000.0,5000.0,1100000.0,66,70,mid,Right
9715,214489,M. Restrepo,Mauricio Restrepo,La Equidad,36,Colombian Primera A,Colombia,90000.0,1000.0,122000.0,66,66,mid,Right
9716,158937,R. Gartler,René Gartler,LASK Linz,31,Austrian Bundesliga,Austria,575000.0,6000.0,834000.0,66,66,st,Right
9717,162265,R. Cierzniak,Radosław Cierzniak,Legia Warszawa,34,Polish Ekstraklasa,Poland,260000.0,2000.0,364000.0,66,66,gk,Right
9718,235225,Pité,Luís Pedro Pinto Trabulo,Tondela,22,Portuguese Primeira Liga,Portugal,750000.0,2000.0,1700000.0,66,73,wb,Left
9719,228058,L. Gugganig,Lukas Gugganig,SpVgg Greuther Fürth,22,German 2. Bundesliga,Austria,825000.0,3000.0,1500000.0,66,74,cb,Right
9720,197851,A. Hayashi,Akihiro Hayashi,F.C. Tokyo,30,Japanese J1 League,Japan,425000.0,3000.0,531000.0,66,66,gk,Right
9721,201179,A. Donnarumma,Antonio Donnarumma,Milan,26,Italian Serie A,Italy,575000.0,16000.0,1000000.0,66,70,gk,Right
9722,20699,K. Bakırcıoğlu,Kennedy Bakırcıoğlu,Hammarby IF,36,Swedish Allsvenskan,Sweden,200000.0,1000.0,250000.0,66,66,mid,Right
9723,234203,C. Eiting,Carel Eiting,Ajax,19,Holland Eredivisie,Netherlands,950000.0,2000.0,1500000.0,66,77,mid,Left
9724,223452,M. Çelik,Muğdat Çelik,Akhisar Belediyespor,27,Turkish Süper Lig,Turkey,675000.0,5000.0,1400000.0,66,66,mid,Right
9725,234972,A. Gomis,Arthur Yannick Gomis,US Orléans Loiret Football,25,French Ligue 2,Senegal,875000.0,2000.0,1600000.0,66,71,st,Right
9726,210653,L. Quintana,Luis Quintana,U.N.A.M.,25,Mexican Liga MX,Mexico,650000.0,5000.0,1200000.0,66,68,cb,Right
9727,220637,Moi Delgado,Moisés Delgado López,FC Barcelona B,23,Spanish Segunda División,Spain,750000.0,2000.0,1300000.0,66,73,wb,Left
9728,160221,A. Sebrino,Ariel Sebrino,CD Palestino,25,Chilian Primera División,Chile,725000.0,2000.0,979000.0,66,66,st,Left
9729,237533,Victor Massaia,Victor Guilherme Massaia,Grupo Desportivo de Chaves,25,Portuguese Primeira Liga,Brazil,650000.0,2000.0,1400000.0,66,68,cb,Right
9730,181725,G. Deegan,Gary Deegan,Cambridge United,29,English League Two,Republic of Ireland,500000.0,6000.0,875000.0,66,66,mid,Right
9731,190685,M. Dembélé,Mana Dembélé,Le Havre AC,28,French Ligue 2,Mali,675000.0,3000.0,1200000.0,66,66,st,Right
9732,198622,H. Hansson,Hallur Hansson,AC Horsens,24,Danish Superliga,Faroe Islands,825000.0,3000.0,1100000.0,66,69,mid,Right
9733,200158,M. Appiah,Marcel Appiah,VfL Osnabrück,29,German 3. Liga,Germany,500000.0,1000.0,725000.0,66,66,cb,Right
9734,202974,Sin Se Gye,Se Gye Sin,Sangju Sangmu FC,26,Korean K League Classic,Korea Republic,625000.0,3000.0,,66,67,wb,Right
9735,208862,J. Giraudon,Jimmy Giraudon,ES Troyes AC,25,French Ligue 1,France,750000.0,6000.0,1700000.0,66,72,cb,Right
9736,212958,K. Opare,Kofi Opare,D.C. United,26,USA Major League Soccer,United States,625000.0,2000.0,953000.0,66,67,cb,Right
9737,217054,H. Cummings,Harold Cummings,San Jose Earthquakes,25,USA Major League Soccer,Panama,725000.0,2000.0,1100000.0,66,71,cb,Right
9738,234462,H. Yılmaz,Haydar Yılmaz,Alanyaspor,33,Turkish Süper Lig,Turkey,325000.0,3000.0,650000.0,66,66,gk,Right
9739,205535,T. Kløve,Troels Kløve,SønderjyskE,26,Danish Superliga,Denmark,750000.0,4000.0,994000.0,66,67,mid,Right
9740,220127,João Silva,João Pedro Pereira Silva,CD Feirense,27,Portuguese Primeira Liga,Portugal,750000.0,4000.0,1600000.0,66,67,st,Right
9741,226783,F. Alashe,Fatai Alashe,San Jose Earthquakes,23,USA Major League Soccer,United States,725000.0,2000.0,1100000.0,66,71,cb,Right
9742,230623,S. Bakış,Sinan Bakış,Bursaspor,23,Turkish Süper Lig,Turkey,925000.0,5000.0,2000000.0,66,73,mid,Right
9743,234463,N. Solís,Nazareno Solís,Club Atlético Huracán,23,Argentinian Superliga,Argentina,1000000.0,6000.0,,66,75,wing,Left
9744,198624,J. Shaughnessy,Joe Shaughnessy,St. Johnstone FC,24,Scottish Premiership,Republic of Ireland,750000.0,2000.0,1500000.0,66,72,cb,Left
9745,202208,D. Petratos,Dimitri Petratos,Newcastle Jets,24,Australian A-League,Australia,825000.0,1000.0,1100000.0,66,69,mid,Right
9746,184288,D. Dervite,Dorian Dervite,Bolton Wanderers,28,English Championship,France,525000.0,10000.0,971000.0,66,66,cb,Right
9747,143073,I. Furios,Iván Furios,Club Atlético Patronato,38,Argentinian Superliga,Argentina,90000.0,2000.0,131000.0,66,66,cb,Right
9748,214497,A. Ricaurte,Andrés Ricaurte,Atlético Huila,25,Colombian Primera A,Colombia,800000.0,1000.0,1100000.0,66,69,mid,Left
9749,221665,R. Lindkvist,Rasmus Lindkvist,AIK Solna,27,Swedish Allsvenskan,Sweden,600000.0,3000.0,795000.0,66,67,wb,Left
9750,226273,S. Davis,Sean Davis,New York Red Bulls,24,USA Major League Soccer,United States,900000.0,2000.0,1500000.0,66,73,mid,Right
9751,229601,João Góis,João Duarte Teixeira Góis,FC Paços de Ferreira,27,Portuguese Primeira Liga,Portugal,600000.0,3000.0,1300000.0,66,67,wb,Right
9752,236001,Raí,Raí Nascimento Oliveira,Real Zaragoza,19,Spanish Segunda División,Brazil,1100000.0,2000.0,2000000.0,66,77,wing,Right
9753,192481,D. Rowe,Danny Rowe,Ipswich Town,25,English Championship,England,800000.0,6000.0,1600000.0,66,69,mid,Left
9754,194785,T. Flanagan,Tom Flanagan,Burton Albion,25,English Championship,Northern Ireland,700000.0,3000.0,1300000.0,66,70,cb,Right
9755,199394,Diego Maurício,Diego Maurício Machado de Brito,Gangwon FC,26,Korean K League Classic,Brazil,775000.0,2000.0,1000000.0,66,67,st,Right
9756,199906,I. Kireev,Igor Kireev,FC Rostov,25,Russian Premier League,Russia,800000.0,9000.0,1300000.0,66,69,wb,Right
